Email,Name,Business Name,Category,Location,zipCode,Business Description,Phone,Website,Donation Link,Image,In Need
,,Le Crepe Cafe,Sweet and savory crepes,"2752 Woodlawn Drive, Honolulu, HI, 96822",,,,https://www.lecrepecafe.com,,,
,,Local Joe HI,Coffee shop,"110 Marin Lane, Honolulu, HI, 96817",,,,https://order.shopkeep.com/localjoe,,,
,,Elisabeth Kitchen,Private dining,HI,,,,https://www.elisabethkitchen.com/,,,
,,Garibaldis (pizza),pizza,"333 Ward Ave #15, Honolulu, HI, 96814",,,,https://www.garibaldishawaii.com,,,
,,Flex Hard Pro,personal training and fitness,"2885 S. King St. Ste. 101, Honolulu, HI, 96826",,,,https://www.yelp.com/biz/flex-hard-pro-fitness-honolulu,,,
,,Agape Designs Hawaii,curated gift boxes,"Kapolei, HI, 96707",,,,https://www.agapedesignshawaii.com,,,
,,Buss a Band Ent ,"entertainment, nightlife",HI,,,,https://instagram.com/bussabandent?igshid=1dkluimxaigb8,,,
,,Like New Car Detailing ,auto detailing,"94-380 Pupupani St., Waipahu, HI, 96797",,,,https://likenewcardetailing.com/,,,
,,Planes and Champagne,personal concierge,HI,,,,https://www.planesandchampagne.com/,,,
,,Five Shield Forge,blade smith,HI,,,,https://www.fiveshieldforge.com/,,,
,,Raw Body Essentials,self care products,"46-056 Kamehameha Highway Unit 226, Kaneohe, HI, 96744",,,,https://www.instagram.com/rawbodyessentials/,,,
,,Jungle Gym Hawaii,personal training,"250 Ward Ave, Honolulu, HI, 96814",,,,https://www.instagram.com/junglegymhawaii/,,,
,,Auds & Ends Hawaii ,accessories,HI,,,,https://audsandendshawaii.com/,,,
,,Sons of Aloha Movers,movers,"94-555 Alapoai St. #150, Mililani, HI, 96789",,,,http://www.sonsofalohahawaii.com,,,
,,The Party Store Hawaii,party supplies,"91-5431 Kapolei Parkway, Kapolei, HI, 96707",,,,http://thepartystorehawaii.com,,,
,,House of Healing Hawaii,spiritual healing,"2291 Lauwiliwili St. Ste 102, Kapolei, HI, 96707",,,,https://www.houseofhealinghawaii.com,,,
,,Locs Hawaii,"hair twist, dread and braid services","3443 Waialae St., Honolulu, HI, 96816",,,,https://www.instagram.com/locs_hawaii/,,,
,,Me Amoure Styles,wigs,"1120 Kakala St. #505, Kapolei, HI, 96707",,,,www.meamoure.com,,,
,,OTA International,beauty and barber studio,"3443 Waialae St., Honolulu, HI, 96816",,,,https://otaintl.com,,,
,,Gem Braids and More,hair braiding,HI,,,,https://www.instagram.com/gemsbraidsandmore808/,,,
,,Flojos African Braiding,hair braiding,"91-1119 Lanakoi St., Kapolei, HI, 96707",,,,http://flojosafricanbraiding.com,,,
,,Elite Prep Hawaii ,"Education consulting, test prep",HI,,,,https://www.eliteprephawaii.com/,,,
,,One Click Business Solutions,Social media consulting,HI,,,,http://bit.ly/oneclickbizss,,,
,,Fat Cheeks,Fusion cooking,"333 Ward Ave #11, Honolulu, HI, 96814",,,,https://www.fatcheekshawaii.com/,,,
,,Kannaseurs,Infused chef,HI,,,,www.kannasseurs.com,,,
,,Jamrock Lounge,Carribbean and American Food Delivery,HI,,,,https://www.jamrocklounge.com/,,,
,,Free Will Fishing,Fishing charter/services,HI,,,,https://www.instagram.com/freewillfishing808/,,,
,,Bundles by Bell,hair services,HI,,,,www.bundlesbybell.com,,,
,,The Popolo Project,,HI,,,,https://www.thepopoloproject.org,,,
,,Kamakakehau Fernandez,,HI,,,,https://www.kamakakehau.com,,,
,,Jewels by Jas,,HI,,,,https://www.instagram.com/jewelsbyjas_/,,,
,,Island Black Girlz,,HI,,,,https://www.instagram.com/islandblackgirlz/,,,
,,Ohana Chewelry Box,,HI,,,,https://ohanachewelrybox.com/,,,
,,Love Fitness Apparel,,HI,,,,https://lovefitnessapparel.com,,,
,,Muscles and Donuts,,HI,,,,https://musclesanddonuts.com,,,
,,Vida Chic Events,,HI,,,,https://www.vidachicweddingsandevents.com,,,
,,Nikoi by Kai,,HI,,,,https://nikoibykai.com,,,
,,LWS Boutique,Jewelry & Home Decor,HI,,,,www.lwsboutique.com,,,
,,LW Designs,Graphic Design,HI,,,,www.custombylakieshanicole.com,,,
,,Essence of Birth,,HI,,,,https://www.essenceofbirth.com,,,
,,Maya's Tapas and Wine,Restaurant,HI,,,,https://www.mayastapasandwine.com,,,
,,Capoeira Besouro ,Fitness Training,HI,,,,http://www.capoeirabesourohawaii.com,,,
,,Humble Soul,Home Juicing Business,HI,,,,https://www.humblesoullifeofajuicer.com,,,
,,Esperance Rakotonirina Artist,,HI,,,,https://www.instagram.com/808hawaiiartist/,,,
,,The Yoga Nest HI,Fitness  ,HI,,,,http://www.theyoganesthi.com,,,
,,Kye Tea House,Tea,HI,,,,https://kyeteahouse.com,,,
,,Chef Simmy's Sensations,Chef,HI,,,,https://www.instagram.com/chef_simmy_sensations/,,,
,,Safari Tech,Tech ,HI,,,,https://safaritechhi.com,,,
,,Jewlery by Justine,Jewlery,HI,,,,https://www.instagram.com/jewelrybyjustine/,,,
,,Manny's Diving and Adventures,Diving / Fitness,HI,,,,https://mannysdivingadventures.com,,,
,,Sparkle My Creations,,HI,,,,https://www.sparklemycreations.com,,,
,,Pepper Lamb - Powerfull Comedy,"Emcee Services, Comedian, ",HI,,,,https://pepperlambcomedy.com/,,,
,,Anthony Hyland,"Public Speaker, Author",HI,,,,https://www.instagram.com/anthonyihyland/,,,
,,DJ Quality,DJ,HI,,,,https://www.instagram.com/qualitysmusic/,,,
,,Dreamface Makeup,Make Up Artist,HI,,,,https://www.instagram.com/dreamfacethemua/,,,
,,Teekah Be Artistry,Artist,HI,,,,https://www.instagram.com/teekah_be/,,,
,,Nicole Woo,Artist,HI,,,,http://seedrising.com/,,,
,,Tenisha Smith,Nail services,HI,,,,https://www.instagram.com/nailedbyte/,,,
,,Locs by Lyse,Hair Services,HI,,,,https://www.styleseat.com/m/v/locsbylyse?utm_campaign=vanity,,,
,,Houston This Is It Soul Food,Restaurant,"2712 BLODGET Houston, TX 77004",,,+17135212920,houstonthisisit.com,,,
,,Catfish Station,Restaurant,"18416 KUYKENDAHL RD
Spring, TX 77379",,,+18324276380,https://catfishstation.com/,,,
,,Mikki's Soul Food Cafe,Restaurant,"10500 W BELLFORT Houston, TX
 77031",,,+12815685115,https://www.mikkiscafe.com/,,,
,,Mama's Oven,Restaurant,"9295 S MAIN ST Houston, TX 77025",,,+17136613656,https://www.facebook.com/pages/Mamas-Oven/113595065339218,,,
,,"Esther's Cajun Cafe and
Soulfood",Restaurant,"5204 YALE ST Houston, TX 77022",,,+17136991212,https://www.estherscajunsoul.com/,,,
,,Soul Food Vegan,Restaurant,"2901 EMANCIPATION AVE Houston,
 TX 77004",,,+17134294388,https://soulfoodveganhtx.com/,,,
,,Indigo,Restaurant,"517 BERRY RD Houston, TX 77022",,,+18325826388,https://www.htxindigo.com/,,,
,,Kulture,Restaurant,"701 AVENIDA DE LAS AMERICAS
 A Houston, TX 77010",,,+17133579697,www.giftfly.com/shop/the-breakfast-klub-1,,,
,,Lucille's,Restaurant,"5512 LA BRANCH ST Houston, 
TX 77004",,,+17135682505,http://lucilleshouston.com/,,,
,,Reggae Hut,Restaurant,"424 ALMEDA RD Houston, TX 77004",,,+17135207171,https://www.orderreggaehut.com/,,,
,,Cool Runnings,Restaurant,"8270 W BELLFORT AVE Houston,
 TX 77071",,,+17137771566,https://www.coolrunningsjamaicangrill.com/,,,
,,Avalon Diner,Restaurant,"12810 SOUTHWEST FWY 
Stafford, TX 77477",,,+12812400213,http://avalondiner.com/menucatering/stafford-menu/,,,
,,Craft Burger (fin hall),Restaurant,"712 MAIN ST Houston, TX 77002",,,+18322913651,https://craftburgerfoodtruck.com/,,,
,,French Fry House,Restaurant,"221 ENNIS ST Houston, TX 77004",,,+17134975860,https://www.instagram.com/thefrenchfryhouse/,,,
,,Turkey Leg Hut,Restaurant,"4830 ALMEDA RD Suite A/B 
Houston, TX 77004",,,+18327870770,https://theturkeyleghut.com/,,,
,,THE Breakfast Klub,Restaurant,"3711 TRAVIS ST Houston, TX
 77002",,,+17135249901,https://thebreakfastklub.com/,,,
,,"The Stuffed Baked Potato 
Factory",Restaurant,"6362 MLK JR BLVD Suite A 
Houston, TX 77021",,,+18324879477,https://thestuffedbakedpotatofactory.com/martin-luther-king-jr-location/,,,
,,"Frenchy's Chicken 
(CENTRAL SOUTHWEST)",Restaurant,"12202 ALMEDA RD Houston, TX 
77045",,,+17134345410,http://www.frenchyschicken.com/,,,
,,"Frenchy's Chicken 
(MO CITY)",Restaurant,"11631 SOUTHWEST FWY 
Houston, TX 77031",,,+12814954415,,,,
,,"Frenchy's Chicken
(WESTCHASE/BRIAR)",Restaurant,"10414 RICHMOND AVE Houston, 
TX 77042",,,+17137842117,,,,
,,"Frenchy's Chicken
(LANGHAM CREEK)",Restaurant,"7955 BARKER CYPRESS RD 
Houston, TX 77433",,,+18326744943,,,,
,,"Frenchy's Chicken
(GREENPOINT)",Restaurant,"802 RANKIN RD Houston, TX 77090",,,+12816454993,,,,
,,"Frenchy's Chicken
(RIDGEPOINT)",Restaurant,"1210 WEST ROAD Houston, TX 
77038",,,+12816458284,,,,
,,"Frenchy's Chicken
(ACRE HOMES)",Restaurant,"1110 S VICTORY DR Houston, 
TX 77038",,,+18325982949,,,,
,,"Frenchy's Chicken
(HUMBLE)",Restaurant,"122 ATASCOCITA RD Houston, 
TX 77396",,,+18329955958,,,,
,,"Frenchy's Chicken
(UofH)",Restaurant,"4646 SCOTT ST Houston, TX 77004",,,+17137482233,,,,
,,Ray's BBQ Shack,Restaurant,"3929 OLD SPANISH TRAIL RD 
Houston, TX 77021",,,+17137484227,https://www.raysbbqshack.com/,,,
,,Burns Original BBQ,Restaurant,"8307 DE PRIEST ST Houston, TX 
77088",,,+12819995559,https://burnsoriginalbbq.com/,,,
,,Gatlin's BBQ,Restaurant,"3510 ELLA BLVD Houston, TX 77018",,,+17138694227,https://www.gatlinsbbq.com/,,,
,,R&R Bar-b-que & Catering,Restaurant,"5243 FM 521 RD Suite K Arcola, TX 77583",,,+12814313777,https://www.restaurantji.com/tx/houston/r-r-bar-b-que-and-catering-services-/,,,
,,Triple J's Smokehouse,Restaurant,"6715 HOMESTEAD RD Houston, 
TX 77028",,,+17136356381,http://triplejsmokehouse.com/,,,
,,"Ty's Gourmet Spices and 
Smoked Meats",Restaurant,X,,,+17133060185,https://www.facebook.com/tysspice/,,,
,,Green Seed Vegan,Restaurant,"4320 ALMEDA RD Houston, TX
 77004",,,+18443658346,https://www.greenseedvegan.com/,,,
,,Soul Food Vegan,Restaurant,"2901 EMANCIPATION AVE 
Houston, TX",,,+17134294388,https://soulfoodveganhtx.com/,,,
,,"Lindiana's Southern 
Vegan Kitchen",Restaurant,"3001 CLEBURNE ST Houston,
 TX 77004",,,+18327926471,https://www.facebook.com/lindianaskitchen/,,,
,,"Sunshine's Health Food & 
Vegetarian Deli",Restaurant,"3102 OLD SPANISH TRL Houston,
 TX 77054",,,+17136432884,https://sunshines-health-food-store-vegetarian-deli.myshopify.com/,,,
,,Bee Fit Foods,Restaurant,"9555 MAIN ST Houston, TX 77025",,,+12818650601,beefitfoods.com,,,
,,Houston Sauce Co.,Restaurant,"4300 S WAYSIDE DR Houston, 
TX 77087",,,,https://www.houstonsauceco.com/,,,
,,Blue Nile Ethiopian,Restaurant,"9400 RICHMOND AVE Houston, 
TX 77063",,,+17137826882,http://bluenilerestaurant.com/,,,
,,EaDeaux's,Restaurant,"2919 LEELAND ST Houston, TX 
77003",,,+12817638722,eadeauxs.com,,,
,,Thibodeaux Cookers,Restaurant,"(Mobile) Pearland, TX",,,+18325093500,http://thibodeauxcookers.com/,,,
,,OMG Baked Potatoes,Restaurant,"13815 S POST OAK RD Houston,
 TX 77045",,,+18328194664,https://roaminghunger.com/omg-baked-potatoes/,,,
,,Sweetie Sweets,Restaurant,X,,,+18326232236,https://www.sweetiesweets.net/,,,
,,Crumbville,Restaurant,"2316 ELGIN ST Houston, TX 77396",,,+12819353352,www.crumbvilletx.com,,,
,,SmallCakes,Restaurant,"9739 N SAM HOUSTON PKWY E
 #190 Humble, TX 77396",,,+12816710104,https://www.smallcakeshouston.com/,,,
,,Sugar Rush,Restaurant,"3929 OLD SPANISH TRAIL 
Houston, TX 77",,,+17136607874,http://www.sugarrushtoonorth.com/menu-1,,,
,,Not Jus Donuts,Restaurant,"2020 EMANCIPATION AVE 
Houston, TX 77003",,,+17139519211,https://www.notjusdonuts.net/,,,
,,Candy Shack Daiquiris,Restaurant,"9282 RICHMOND AVE Houston, TX",,,+18328345944,https://candyshackdaiquiris.com/,,,
,,Toni's Cafe,Restaurant,"5270 GRIGGS RD Houston, TX 
77021",,,+17136458664,https://www.yelp.com/biz/tonis-cafe-houston,,,
,,Lacey's Cafeteria & Restaurant,Restaurant,"9606 MESA DR Houston, TX
 77078",,,+17136313962,https://www.yelp.com/biz/lacys-cafeteria-and-restaurant-houston,,,
,,Mark Latique Catering Co,Catering,"4939 W OREM DR Houston, TX 
77045",,,+17134334011,,,,
,,"Lemond Catering & Special 
Events",Catering,"612 ARCHER ST Houston, TX
77009",,,+17137900441,http://www.lemondkitchen.com/,,,
,,Ace's Place (Food Truck),Food Truck,"Lexington, KY",,,+18596840999,https://www.facebook.com/ACES-PLACE-2315536291807364/,,,
,,Baazar Eatery,Restaurant,"Lexington, KY",,,+18593680132,https://www.facebook.com/BazaarEatery/,,,
,,Bar Louie (Lexington Franchise),Restaurant,"Lexington, KY",,,+18592454754,https://www.facebook.com/BarLouiefayettemall/,,,
,,Beach House Coffee and Tapas,Restaurant,"Lexington, KY",,,+18592060986,https://www.facebook.com/beachhouselex/,,,
,,Blue Skillet,Restaurant,"Lexington, KY",,,+18595379257,https://www.facebook.com/pg/Blue-Skillet-1617471611801476/about/?ref=page_internal,,,
,,Brothers Bar and Grill,Restaurant,"Lexington, KY",,,+18593034020,https://www.facebook.com/BrosBarandGrill/,,,
,,CanDees The Suite of Sweets,Restaurant,"Lexington, KY",,,+18596996144,https://www.supportblackowned.com/9570-candees-the-suite-of-sweets,,,
,,Creaux,Restaurant,"Lexington, KY",,,+18594698960,https://www.creauxlex.com/,,,
,,Daughter’s Southern (Food Truck),Food Truck,"Lexington, KY",,,+18595762804,https://www.facebook.com/DaughtersSouthern/,,,
,,Dickey's BBQ (Lexington Franchise),Restaurant,"Lexington, KY",,,+18593037445,https://www.facebook.com/dickeyslex/,,,
,,Eiffel PIzza,Restaurant,"Lexington, KY",,,+18595238300,https://www.eiffelpizzamenu.com/,,,
,,Fresh Bourbon,Restaurant,"Lexington, KY",,,,http://www.freshbourbon.com/,,,
,,From the Heart Catering,Restaurant,"Lexington, KY",,,+18595524451,https://www.facebook.com/From-the-Heart-Catering-525078621011055/,,,
,,Genesis Coffee House,Restaurant,"Lexington, KY",,,,https://www.facebook.com/genesiscoffeehouse/,,,
,,Graze,Restaurant,"Lexington, KY",,,+18593092490,https://www.grazeky.com/#/,,,
,,Grime's,Restaurant,"Lexington, KY",,,+18592550445,https://www.grimessfastfood.com/,,,
,,Heart of Grace Cafe,Restaurant,"Lexington, KY",,,+18599169355,https://www.facebook.com/heartofgraceCafeandCatering/,,,
,,Indi's,Restaurant,"Lexington, KY",,,+18592337985,https://www.menupix.com/lexington/restaurants/1705358/Indis-Fast-Food-Restaurant-Lexington-KY,,,
,,JC's Smokehouse,Restaurant,"Lexington, KY",,,+18593056074,https://www.facebook.com/JCsNicholasville/,,,
,,Joella's Hot Chicken (Lexington Franchise),Restaurant,"Lexington, KY",,,+18592699593,https://joellas.com/locations-kentucky-lexington-cochran.php,,,
,,Josanne's Homestyle Kitchen,Restaurant,"Lexington, KY",,,+18592450110,https://www.facebook.com/pg/JosannesHomestyleSoulKitchen/about/?ref=page_internal,,,
,,Kats Kitchen,Restaurant,"Lexington, KY",,,+18594578019,https://www.facebook.com/katskitchen591/,,,
,,Kentucky Blended,Restaurant,"Lexington, KY",,,,https://www.facebook.com/KyBNutrition/,,,
,,Louisiana Passion,Restaurant,"Lexington, KY",,,+13377819102,https://www.facebook.com/Louisiana-Passion-258371604188362/,,,
,,Mama Dee’s Coney Island,Restaurant,"Lexington, KY",,,+18595231001,https://www.facebook.com/pg/mamadeesconeyislandlexington/about/?ref=page_internal,,,
,,Mi Mi's Southern Style Cooking,Restaurant,"Lexington, KY",,,+18595230490,https://www.facebook.com/pg/mimissouthernstylecooking/about/?ref=page_internal,,,
,,Morgy's Sweet Treats,Restaurant,"Lexington, KY",,,,https://www.facebook.com/mstreats/,,,
,,Mr. Krabs and Beans BBQ,Restaurant,"Lexington, KY",,,+18592029204,https://www.facebook.com/pages/category/Barbecue-Restaurant/Mr-krabs-Beans-BBQ-557438134711555/,,,
,,Nana's African Caribbean Market,Restaurant,"Lexington, KY",,,+18592251889,https://www.supportblackowned.com/634-nana%27s-african-caribbean-market,,,
,,Richie's Chicken,Restaurant,"Lexington, KY",,,+18595239488,https://www.richieschicken.com/,,,
,,Sav's,Restaurant,"Lexington, KY",,,+18597851635,https://savslex.weebly.com/#/,,,
,,Selby's International Food Market,Restaurant,"Lexington, KY",,,+18593093606,https://www.groupon.com/biz/lexington/selbys-international-food-market,,,
,,Social Nutrition,Restaurant,"Lexington, KY",,,,https://www.facebook.com/kenyaparis23/,,,
,,Sowful Blessings Catering,Restaurant,"Lexington, KY",,,+18594745575,https://sowfulblessings.com/,,,
,,Stir Krazy,Restaurant,"Lexington, KY",,,+18596938638,https://www.facebook.com/stirkrazyy/,,,
,,Taco Queen Catering,Restaurant,"Lexington, KY",,,+14632033497,https://www.facebook.com/TacoQueenCatering/,,,
,,The Chill Spot,Restaurant,"Lexington, KY",,,+18592882116,https://www.facebook.com/pages/category/Lounge/The-Chill-Spot-1436061643124815/,,,
,,The Jerk Lex (Food Truck),Food Truck,"Lexington, KY",,,+18599355375,https://jerkjerkjerk.weebly.com/#/,,,
,,The Seafood Lady,Restaurant,"Lexington, KY",,,+18593689069,,,,
,,Wagon Bones Grill,Restaurant,"Lexington, KY",,,+18593093451,http://wagonbonesbbq.com/,,,
,,Winburn Cafe,Restaurant,"Lexington, KY",,,+18597974394,https://www.facebook.com/pages/category/Fast-Food-Restaurant/Winburn-Cafe-888369474585330/,,,
,,Woke Junk Food Vegan,Restaurant,"Lexington, KY",,,,https://www.facebook.com/wokejunkfoodvegan/,,,
,,Not Your Ordinary Vegan,Restaurant,"Lexington, KY",,,+18597059654,https://www.notyourordinaryvegan.com/,,,
,,Wild Fig Coffee and Books,Restaurant,"Lexington, KY",,,+18593818802,https://www.facebook.com/wildfigbooksandcoffee/,,,
,,Alfalfa’s,Restaurant,"Lexington, KY",,,+18592530014,https://www.alfalfarestaurant.com/,,,
,,Fida’s Caribbean Cafe,Restaurant,"Lexington, KY",,,+18595494733,https://www.facebook.com/FidasCafe/,,,
,,M&J's Southern Style Food,Restaurant,"333 N Cotner Blvd, Lincoln, NE 68505",,,+14023044810,https://www.facebook.com/M-Js-Southern-Style-Food-1885321995051252/,,,
,,FlyDogz,Restaurant,"3111 O St ste d, Lincoln, NE 68510",,,+14024754059,https://www.flydogz.us,,,
,,Stur 22 Lounge,Restaurant,"2110 Winthrop Rd, Lincoln, NE 68502",,,+14028054579,https://www.facebook.com/stur22lounge/,,,
,,Mary Ellen's Food for the Soul,Restaurant,"Lincoln, NE",,,,https://www.facebook.com/maryellensfoodforthesoul/,,,
,,GrannyWeavs Soul Food & Catering,Catering,"Lincoln, NE",,,+14024648687,https://www.facebook.com/GrannyWeavsCatering/,,,
,,Tiru Ethiopian,Restaurant,"2630 Orchard St #3, Lincoln, NE 68503",,,+17653370044,,,,
,,Juju's Vegan Cajun and Creole Cuisine,Restaurant,"1247 S 11th St, Lincoln, NE 68502",,,+15044218576,,,,
,,Screamer's,Restaurant,"803 Q St ste 150, Lincoln, NE 68508",,,+15315002550,,,,
,,Noonie's Homemade Fudge,Restaurant,"Lincoln, NE",,,,,,,
,,UnbeWingable,Restaurant,"621 N 48th St, Lincoln, NE 68504",,,+14023185244,https://www.facebook.com/unbeWingable/,,,
,,Grandpa's Ribs,Restaurant,"2630 Orchard St, Lincoln, NE 68504",,,,,,,
,,Sarah's Southern Comfort Foods,Restaurant,"1100 Military Rd, Lincoln, NE 68508",,,+14027143719,,,,
,,A Taste of Louisiana,Food Truck,"Lincoln, NE",,,,,,,
,,Uniq Cupcakes,Bakery,"Lincoln, NE",,,,https://www.instagram.com/uniq.cupcakes/,,,
,,Roots Collective [hair salon],Salon,"325 S 11th St Suite #3, Lincoln, NE 68508",,,+14023184302,,,,
,,Capital Cigar Lounge,Cigar Lounge,"5505 S 16th St Ste 100, Lincoln, NE 68512",,,+14024309109,,,,
,,Bradley's Auto Care,Automotive,"1844 West O Street, Lincoln, NE 68528",,,+14028896791,,,,
,,Off the Top Barber Shop,Barber,"2301 N 48th St, Lincoln, NE 68504",,,,,,,
,,Zen Salon and Physical Wellness,Wellness,"2709 O St, Lincoln, NE 68510",,,+14023186428,,,,
,,Aperture Photography,Photography,"7321 Vine Street, Lincoln, NE 68505",,,+14028175174,,,,
,,Skinny D's Barber Shop,Barber,"727 S 9th St, Lincoln, NE 68502",,,+14028053677,,,,
,,Next Level Barbershop,Barber,"1537 S 17th St, Lincoln, NE 68502",,,+14024408837,,,,
,,Redwine Photography,Photography,"Lincoln, NE",,,,www.jredwinephotography.com,,,
,,Chris Howard [photography],Photography,"Lincoln, NE",,,,,,,
,,Corn Coast Cuts,Barber,"300 Speedway Cir #155, Lincoln, NE 68502",,,+14024131910,https://booksy.com/en-us/instant-experiences/widget/390681?instant_experiences_enabled=true&ig_ix=true&fbclid=IwAR1Zs9981JVwLKRJlRUne2wCx9hjq3yLcJfhTOPygdB-yuCMfNI4GRIJSt4,,,
,,Berk's Barbershop and Tattoo Studio,Barber/Tattoo,"841 N 48th St #2, Lincoln, NE 68504",,,+14022614583,,,,
,,360 Fades Barbershop,Barber,"501 N 48th St, Lincoln, NE 68504",,,+14028822282,,,,
,,The Osiri Experience [salon],Salon,"2737 N 49th St, Lincoln, NE 68504",,,+12068160870,,,,
,,2nd Chance Furniture and Appliances,Furniture and Appliance,"6530 Holdrege St, Lincoln, NE 68505",,,+14026014919,,,,
,,Phoenix Fitness and Training,Fitness,"2200 S 7th St, Lincoln, NE 68502",,,+14026805711,,,,
,,Gamer's,,"2720 Dan Ave, Lincoln, NE 68504",,,+14027692609,,,,
,,Muhammad's Barber Shop,Barber,"109 N 27th St, Lincoln, NE 68503",,,+14022028616,,,,
,,Oasis Barber Shop,Barber,"2709 O St #8, Lincoln, NE 68510",,,+14024774282,,,,
,,Oasis Barber Shop,Barber,"4230 S 33rd St, Lincoln, NE 68506",,,+14029752378,,,,
,,The Wholly Way,Beauty,"Lincoln, NE",,,,https://www.thewhollyway.com,,,
,,Kualdom Creations,Media,"Lincoln, NE",,,,https://www.facebook.com/KualdomCreations/,,,
,,Git it Done Right [hair salon],Salon,"300 N 27th St, Lincoln, NE 68503",,,+14024752250,,,,
,,Lois Beauty,Far South / Lazy Acres area,"1501 Pine Lake Rd #4, Lincoln, NE 68512",,,+15312180450,,,,
,,Voface Magazine,Magazine,"Lincoln, NE",,,,,,,
,,Tyiquilities,Beauty,"Lincoln, NE",,,,https://www.facebook.com/TYIQUILITIES-102843519761682/,,,
,,Total Image Unlimited,,"125 S 27th St #1308, Lincoln, NE 68510",,,+14024774247,,,,
,,Tj Saddler [musician],Musician,"Lincoln, NE",,,,https://www.reverbnation.com/tjsaddler,,,
